status,recommendation,brand,filename,size,sha1,duplicate_path,schematics_match,visible_match,notes
ok,quarantine_only_no_visible_canonical,GMV,2656_46.pdf,108149,4271478178bb3f6d2a98f7f25fb028ead4901f65,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/42/2656_46.pdf,,,
ok,canonical_visible_elsewhere,GMV,2656_49.pdf,97134,515b1dbc18c1cbf0e318cd4631d1a007714699e6,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/51/2656_49.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/2656_49.pdf,
ok,quarantine_only_no_visible_canonical,GMV,ITE30-DE-Ensaio Valvula de Queda.doc,602112,562aea349622bea0cb4bb513db86d3941d36869c,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/56/ITE30-DE-Ensaio Valvula de Queda.doc,,,
ok,canonical_visible_elsewhere,GMV,FORTIS(aut. simples-----portas aut.---hid. gmv.).pdf,101631,7aca702bb29c6dbc5d993a0bc0be58f123f792da,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/7a/FORTIS(aut. simples-----portas aut.---hid. gmv.).pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/FORTIS(aut. simples-----portas aut.---hid. gmv.).pdf,
ok,canonical_visible_elsewhere,GMV,1.Manual Centrales Varios Idiomas.pdf,4439960,7e078f64008dd858e917ab1d6f48feae00ebd582,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/7e/1.Manual Centrales Varios Idiomas.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/80. Manuais/Sem_Marca/1.Manual Centrales Varios Idiomas.pdf,
ok,quarantine_only_no_visible_canonical,GMV,2656_44.pdf,101115,8117fbbbd88326edf6c07458d903a199baef71b9,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/81/2656_44.pdf,,,
ok,canonical_visible_elsewhere,GMV,CURSO DE FORMACIـN HD GMV (sin actualizar).ppt,19249152,862a932731f0ebadad1836c57a104d0c6cd46725,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/86/CURSO DE FORMACIـN HD GMV (sin actualizar).ppt,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/CURSO DE FORMACIÓN HD GMV (sin actualizar).ppt,
ok,canonical_visible_elsewhere,GMV,GMV HYD DIAGRAM.doc,1118208,876a388d4a7d00ce1cb9ccfe8f36babe4ba63df6,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/87/GMV HYD DIAGRAM.doc,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/GMV HYD DIAGRAM.doc,
ok,canonical_visible_elsewhere,GMV,FORTIS HID. (PORTAS AUT.(GMV) ).pdf,72418,8ba4ca8c4561f08e347dea52a482e3d6d4e0f6b6,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/8b/FORTIS HID. (PORTAS AUT.(GMV) ).pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/FORTIS HID. (PORTAS AUT.(GMV) ).pdf,
ok,already_recovered_in_02,GMV,PVHLH TWIN.pdf,113965,96386afb630afc421af75c6fb1758eb0430bafd1,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/96/PVHLH TWIN.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/PVLH 3 phase Controller Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/PVLH 3 phase Controller Wiring.pdf,
ok,already_recovered_in_02,GMV,PVLH 3 phase Controller Wiring.pdf,113965,96386afb630afc421af75c6fb1758eb0430bafd1,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/96/PVLH 3 phase Controller Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/PVLH 3 phase Controller Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/PVLH 3 phase Controller Wiring.pdf,
ok,already_recovered_in_02,GMV,Loom.pdf,636776,9ebb113ebeb77d47f55047ffc16af5dc11a019d7,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/9e/Loom.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/Loom__dup1.pdf | /Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/Loom__fromdup2.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/Loom__dup1.pdf | /Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/Loom__fromdup2.pdf,
ok,canonical_visible_elsewhere,GMV,2672_12.pdf,151543,a01de2c5b0824e227797716eb6442cbef7402802,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/a0/2672_12.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/2672_12.pdf,
ok,quarantine_only_no_visible_canonical,GMV,2656_47.pdf,100473,a2230ed53611c01623f8c0ba5ffc54ee1d78e7c9,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/a2/2656_47.pdf,,,
ok,canonical_visible_elsewhere,GMV,GMV 3010_S - GMV.pdf,379329,a6be539a52c101a2af4e241ea8b6d4d91051094e,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/a6/GMV 3010_S - GMV.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/3010_S (SOFT STOP) Diagrama de Funcionamento.pdf,
ok,canonical_visible_elsewhere,GMV,DESENHOS E AFINAÇÕES GMV-HIDRAL.pdf,9291866,aaa8f31e35aee4dbe5d355f5651f06e3b11c2651,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/aa/DESENHOS E AFINAÇÕES GMV-HIDRAL.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/CENTRAIS HIDRAULICAS.pdf,
ok,canonical_visible_elsewhere,GMV,"VALVULAS  GMV,HIDRAL.PDF",9291866,aaa8f31e35aee4dbe5d355f5651f06e3b11c2651,"/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/aa/VALVULAS  GMV,HIDRAL.PDF",,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/CENTRAIS HIDRAULICAS.pdf,
ok,canonical_visible_elsewhere,GMV,"VALVULAS  GMV,HIDRAL__dup1.PDF",9291866,aaa8f31e35aee4dbe5d355f5651f06e3b11c2651,"/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/aa/VALVULAS  GMV,HIDRAL__dup1.PDF",,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/CENTRAIS HIDRAULICAS.pdf,
ok,canonical_visible_elsewhere,GMV,2672_16.pdf,82624,ab87a2db09fca85af13702981c97d1b0610fb1dc,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ab/2672_16.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/2672_16.pdf,
ok,canonical_visible_elsewhere,GMV,10.Regulacion vC V paracaidas.pdf,181423,ac6610566463866caca99a5ebc979cf3b0b70b6a,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ac/10.Regulacion vC V paracaidas.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/10.Regulacion vC V paracaidas.pdf,
ok,quarantine_only_no_visible_canonical,GMV,PEÇAS SUBSTITUIÇÃO GMV 3010.pdf,130205,ba7b3ab52caa3b16cd8bf1c272eed86e654fe0b5,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ba/PEÇAS SUBSTITUIÇÃO GMV 3010.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,PEÇAS SUBSTITUIÇÃO GMV 3010__dup1.pdf,130205,ba7b3ab52caa3b16cd8bf1c272eed86e654fe0b5,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ba/PEÇAS SUBSTITUIÇÃO GMV 3010__dup1.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,PEÇAS SUBSTITUIÇÃO GMV 3010__dup2.pdf,130205,ba7b3ab52caa3b16cd8bf1c272eed86e654fe0b5,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ba/PEÇAS SUBSTITUIÇÃO GMV 3010__dup2.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,ACESSÓRIOS HIDRAULICOS.pdf,731590,bbc61c44eaa3d78f6aea9ee8fb4b3056524fc38d,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/bb/ACESSÓRIOS HIDRAULICOS.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,SENSORES HIDRAULICOS.pdf,731590,bbc61c44eaa3d78f6aea9ee8fb4b3056524fc38d,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/bb/SENSORES HIDRAULICOS.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,2656_45.pdf,108650,bd9693bc0ce7473351e6b500049405d094c0bcf8,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/bd/2656_45.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,PLATAFORMA CTT EVORA.pdf,1679624,c3014d34e5b1ff9cff56ea32cbb595986ab3374b,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/c3/PLATAFORMA CTT EVORA.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,PLATAFORMA STERTIL.pdf,1679624,c3014d34e5b1ff9cff56ea32cbb595986ab3374b,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/c3/PLATAFORMA STERTIL.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,2656_48.pdf,90873,cb6a29cf0a8a3d965a8d56f28d6b070f669556bd,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/cb/2656_48.pdf,,,
ok,canonical_visible_elsewhere,GMV,4.Bloque de valvulas 3010.pdf,102579,cff7fd0ea629194c57969d7b1e1da219df94eb32,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/cf/4.Bloque de valvulas 3010.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/4.Bloque de valvulas 3010.pdf,
ok,canonical_visible_elsewhere,GMV,6.DT_REGULACIـN_GV_3010.pdf,662224,d1c9c1b75c1c2eb2b95e1bc04a710e7f221cbae3,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/d1/6.DT_REGULACIـN_GV_3010.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/6.DT_REGULACIÓN_GV_3010.pdf,
ok,canonical_visible_elsewhere,GMV,.~lock.GMV 3010 FORMAÇAO.PPT#,123,dcf34e77e4861f01b446353c485a8fefdba219f1,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/dc/.~lock.GMV 3010 FORMAÇAO.PPT#,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/.~lock.GMV 3010 FORMAÇAO.PPT#,
ok,canonical_visible_elsewhere,GMV,.~lock.GMV 3010 FORMAÇAO__dup1.PPT#,123,dcf34e77e4861f01b446353c485a8fefdba219f1,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/dc/.~lock.GMV 3010 FORMAÇAO__dup1.PPT#,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/.~lock.GMV 3010 FORMAÇAO.PPT#,
ok,quarantine_only_no_visible_canonical,GMV,SERIE F HIDRAULICO GMV.pdf,1506266,de7126fef854aba96d5f697e9df2991eb6448a16,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/de/SERIE F HIDRAULICO GMV.pdf,,,
ok,canonical_visible_elsewhere,GMV,3.Grupo de valvulas.pdf,84536,dfc31cce85e694ca265ab200ac1341ee35c9984d,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/df/3.Grupo de valvulas.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/3.Grupo de valvulas.pdf,
ok,quarantine_only_no_visible_canonical,GMV,CENTRAL BEREINGUER.pdf,1754831,e29defa9c5c16d014fc06e1dc90eac19cbb943aa,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/e2/CENTRAL BEREINGUER.pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,CENTRAL BERINGUER.pdf,1754831,e29defa9c5c16d014fc06e1dc90eac19cbb943aa,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/e2/CENTRAL BERINGUER.pdf,,,
ok,canonical_visible_elsewhere,GMV,2672_11.pdf,117694,e7d4a985876eec64b02b757f68a2dbabb1a4344a,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/e7/2672_11.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/2672_11.pdf,
ok,canonical_visible_elsewhere,GMV,8.GVseccionado_3010P81_10.pdf,139925,e8403f407941dd8393c34ebf21507d1998637e90,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/e8/8.GVseccionado_3010P81_10.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/8.GVseccionado_3010P81_10.pdf,
ok,canonical_visible_elsewhere,GMV,2672_13.pdf,92062,eaacb710a282902b7fdbdc015a5f06ff5ed024ea,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ea/2672_13.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/2672_13.pdf,
ok,canonical_visible_elsewhere,GMV,7.GV_3010P81_10.pdf,168667,ea247c4660d0391bfb1ecc5e7b26beccbcca0593,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ea/7.GV_3010P81_10.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/GMV/7.GV_3010P81_10.pdf,
ok,quarantine_only_no_visible_canonical,GMV,SXU-E20-HYD-GMV-V1_tr (1).pdf,1671761,ed30c81d4bb291be30114e1e16f33cc4afe711da,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ed/SXU-E20-HYD-GMV-V1_tr (1).pdf,,,
ok,quarantine_only_no_visible_canonical,GMV,SXU-E20-HYD-GMV-V1_tr.pdf,1671761,ed30c81d4bb291be30114e1e16f33cc4afe711da,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/ed/SXU-E20-HYD-GMV-V1_tr.pdf,,,
ok,canonical_visible_elsewhere,GMV,9.valavula paracaidas.pdf,316440,fa95f01feee52311f2da84351eb61a763c84689e,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/fa/9.valavula paracaidas.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/9.valavula paracaidas.pdf,
ok,already_recovered_in_02,GMV,Wiring.pdf,150666,facb99f66fbd2b3b718409fc4f26cf3708ec835b,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/GMV/fa/Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/Wiring__fromdup2.pdf | /Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/Wiring__fromdup2.pdf | /Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/GMV/Wiring.pdf,
ok,quarantine_only_no_visible_canonical,Hydroware,T10020EN_01_Hydroelite_Troubleshooting.pdf,929583,0adc4766ad6c780c69b01605d186631ee58b8ecd,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/0a/T10020EN_01_Hydroelite_Troubleshooting.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,Troubleshooting Edit 1.pdf,929583,0adc4766ad6c780c69b01605d186631ee58b8ecd,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/0a/Troubleshooting Edit 1.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,Commissioning Edit 2.2.pdf,208503,170b967e50b5a4cbf152b9a5d8c84bd375d11422,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/17/Commissioning Edit 2.2.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,Quickstart V2.pdf,581338,2288e19bb1874ac831da5db66796b077febdf2c0,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/22/Quickstart V2.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,Drive And Control System Edit 1.pdf,493310,3227660d8516de3673fe6b0ebbc55da1a63e9549,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/32/Drive And Control System Edit 1.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,T10022EN_01.1_Hydroelite_Drive_Control_System.pdf,493310,3227660d8516de3673fe6b0ebbc55da1a63e9549,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/32/T10022EN_01.1_Hydroelite_Drive_Control_System.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,Input Output Edit 0.2.pdf,95285,4eb7eb65782d294d8e6fc8bb23a96a34feaa835f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/4e/Input Output Edit 0.2.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,T10047-SW Input_Output_v2_E_00.pdf,95285,4eb7eb65782d294d8e6fc8bb23a96a34feaa835f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/4e/T10047-SW Input_Output_v2_E_00.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,Service Edit 0.0.pdf,116273,53cf638b88927c61596b41721b7e7b05e1680c04,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/53/Service Edit 0.0.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,T10035EN_00_Hydroelite_Service.pdf,116273,53cf638b88927c61596b41721b7e7b05e1680c04,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/53/T10035EN_00_Hydroelite_Service.pdf,,,
ok,quarantine_only_no_visible_canonical,Hydroware,Isolation And Short Circuit Test Edit 0.0.pdf,134783,61260629ea25013ea263592aac8ecbddd3d8c3b0,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Hydroware/61/Isolation And Short Circuit Test Edit 0.0.pdf,,,
